Datum,Hazai csapat,Vendeg csapat,Haza csapat eredmeny,Vendeg csapat eredmeny,Bajnoksag
10/12/2019,Saint Martin,Cayman Islands,3,0,CONCACAF Nations League
10/12/2019,Anguilla,Guatemala,0,5,CONCACAF Nations League
10/13/2019,Belarus,Netherlands,1,2,UEFA Euro qualification
10/13/2019,Estonia,Germany,0,3,UEFA Euro qualification
10/13/2019,Hungary,Azerbaijan,1,0,UEFA Euro qualification
10/13/2019,Wales,Croatia,1,1,UEFA Euro qualification
10/13/2019,Poland,North Macedonia,2,0,UEFA Euro qualification
10/13/2019,Slovenia,Austria,0,1,UEFA Euro qualification
10/13/2019,Scotland,San Marino,6,0,UEFA Euro qualification
10/13/2019,Cyprus,Russia,0,5,UEFA Euro qualification
10/13/2019,Kazakhstan,Belgium,0,2,UEFA Euro qualification
10/13/2019,Gambia,Djibouti,1,1,African Cup of Nations qualification
10/13/2019,Chad,Liberia,1,0,African Cup of Nations qualification
10/13/2019,São Tomé and Príncipe,Mauritius,2,1,African Cup of Nations qualification
10/13/2019,Seychelles,South Sudan,0,1,African Cup of Nations qualification
10/13/2019,Honduras,Martinique,1,0,CONCACAF Nations League
10/13/2019,Costa Rica,Curaçao,0,0,CONCACAF Nations League
10/13/2019,Saint Kitts and Nevis,Belize,0,1,CONCACAF Nations League
10/13/2019,Grenada,French Guiana,1,0,CONCACAF Nations League
10/13/2019,British Virgin Islands,Bonaire,3,4,CONCACAF Nations League
10/14/2019,Kosovo,Montenegro,2,0,UEFA Euro qualification
10/14/2019,Bulgaria,England,0,6,UEFA Euro qualification
10/14/2019,Lithuania,Serbia,1,2,UEFA Euro qualification
10/14/2019,Ukraine,Portugal,2,1,UEFA Euro qualification
10/14/2019,Iceland,Andorra,2,0,UEFA Euro qualification
10/14/2019,France,Turkey,1,1,UEFA Euro qualification
10/14/2019,Moldova,Albania,0,4,UEFA Euro qualification
10/14/2019,Guyana,Antigua and Barbuda,5,1,CONCACAF Nations League
10/14/2019,Dominica,Nicaragua,0,4,CONCACAF Nations League
10/14/2019,Suriname,Saint Vincent and the Grenadines,0,1,CONCACAF Nations League
10/14/2019,Sint Maarten,Guadeloupe,1,2,CONCACAF Nations League
10/15/2019,Gibraltar,Georgia,2,3,UEFA Euro qualification
10/15/2019,Switzerland,Republic of Ireland,2,0,UEFA Euro qualification
10/15/2019,Faroe Islands,Malta,1,0,UEFA Euro qualification
10/15/2019,Sweden,Spain,1,1,UEFA Euro qualification
10/15/2019,Romania,Norway,1,1,UEFA Euro qualification
10/15/2019,Israel,Latvia,3,1,UEFA Euro qualification
10/15/2019,Finland,Armenia,3,0,UEFA Euro qualification
10/15/2019,Liechtenstein,Italy,0,5,UEFA Euro qualification
10/15/2019,Greece,Bosnia and Herzegovina,2,1,UEFA Euro qualification
10/15/2019,Canada,United States,2,0,CONCACAF Nations League
10/15/2019,Mexico,Panama,3,1,CONCACAF Nations League
10/15/2019,Dominican Republic,Montserrat,0,0,CONCACAF Nations League
10/15/2019,Saint Lucia,El Salvador,0,2,CONCACAF Nations League
10/15/2019,Aruba,Jamaica,0,6,CONCACAF Nations League
10/15/2019,Cayman Islands,Saint Martin,1,0,CONCACAF Nations League
10/15/2019,United States Virgin Islands,Barbados,0,4,CONCACAF Nations League
10/15/2019,Anguilla,Puerto Rico,2,3,CONCACAF Nations League
10/15/2019,Syria,Guam,4,0,FIFA World Cup qualification
10/15/2019,Philippines,China PR,0,0,FIFA World Cup qualification
10/15/2019,Jordan,Nepal,3,0,FIFA World Cup qualification
10/15/2019,Taiwan,Australia,1,7,FIFA World Cup qualification
10/15/2019,Cambodia,Iraq,0,4,FIFA World Cup qualification
10/15/2019,Bahrain,Iran,1,0,FIFA World Cup qualification
10/15/2019,Palestine,Saudi Arabia,0,0,FIFA World Cup qualification
10/15/2019,Singapore,Uzbekistan,1,3,FIFA World Cup qualification
10/15/2019,India,Bangladesh,1,1,FIFA World Cup qualification
10/15/2019,Qatar,Oman,2,1,FIFA World Cup qualification
10/15/2019,Mongolia,Kyrgyzstan,1,2,FIFA World Cup qualification
10/15/2019,Tajikistan,Japan,0,3,FIFA World Cup qualification
10/15/2019,Thailand,United Arab Emirates,2,1,FIFA World Cup qualification
10/15/2019,Indonesia,Vietnam,1,3,FIFA World Cup qualification
10/15/2019,North Korea,South Korea,0,0,FIFA World Cup qualification
10/15/2019,Sri Lanka,Lebanon,0,3,FIFA World Cup qualification
11/13/2019,Namibia,Chad,2,1,African Cup of Nations qualification
11/13/2019,Malawi,South Sudan,1,0,African Cup of Nations qualification
11/13/2019,Burkina Faso,Uganda,0,0,African Cup of Nations qualification
11/13/2019,Sudan,São Tomé and Príncipe,4,0,African Cup of Nations qualification
11/13/2019,Angola,Gambia,1,3,African Cup of Nations qualification
11/13/2019,Central African Republic,Burundi,2,0,African Cup of Nations qualification
11/13/2019,Cameroon,Cape Verde,0,0,African Cup of Nations qualification
11/13/2019,Guinea-Bissau,Eswatini,3,0,African Cup of Nations qualification
11/13/2019,Senegal,Congo,2,0,African Cup of Nations qualification
11/13/2019,Nigeria,Benin,2,1,African Cup of Nations qualification
11/13/2019,Sierra Leone,Lesotho,1,1,African Cup of Nations qualification
11/14/2019,Mali,Guinea,2,2,African Cup of Nations qualification
11/14/2019,Ghana,South Africa,2,0,African Cup of Nations qualification
11/14/2019,DR Congo,Gabon,0,0,African Cup of Nations qualification
11/14/2019,Mozambique,Rwanda,2,0,African Cup of Nations qualification
11/14/2019,Egypt,Kenya,1,1,African Cup of Nations qualification
11/14/2019,Togo,Comoros,0,1,African Cup of Nations qualification
11/14/2019,Algeria,Zambia,5,0,African Cup of Nations qualification
11/14/2019,England,Montenegro,7,0,UEFA Euro qualification
11/14/2019,Czech Republic,Kosovo,2,1,UEFA Euro qualification
11/14/2019,Portugal,Lithuania,6,0,UEFA Euro qualification
11/14/2019,Serbia,Luxembourg,3,2,UEFA Euro qualification
11/14/2019,Turkey,Iceland,0,0,UEFA Euro qualification
11/14/2019,Albania,Andorra,2,2,UEFA Euro qualification
11/14/2019,France,Moldova,2,1,UEFA Euro qualification
11/14/2019,Martinique,Honduras,1,1,CONCACAF Nations League
11/14/2019,Curaçao,Costa Rica,1,2,CONCACAF Nations League
11/14/2019,Saint Kitts and Nevis,Grenada,0,0,CONCACAF Nations League
11/14/2019,Belize,French Guiana,2,0,CONCACAF Nations League
11/14/2019,Bahamas,British Virgin Islands,3,0,CONCACAF Nations League
11/14/2019,Turks and Caicos Islands,Sint Maarten,3,2,CONCACAF Nations League
11/14/2019,Maldives,Philippines,1,2,FIFA World Cup qualification
11/14/2019,Syria,China PR,2,1,FIFA World Cup qualification
11/14/2019,Jordan,Australia,0,1,FIFA World Cup qualification
11/14/2019,Kuwait,Taiwan,9,0,FIFA World Cup qualification
11/14/2019,Iraq,Iran,2,1,FIFA World Cup qualification
11/14/2019,Hong Kong,Bahrain,0,0,FIFA World Cup qualification
11/14/2019,Uzbekistan,Saudi Arabia,2,3,FIFA World Cup qualification
11/14/2019,Yemen,Palestine,1,0,FIFA World Cup qualification
11/14/2019,Afghanistan,India,1,1,FIFA World Cup qualification
11/14/2019,Oman,Bangladesh,4,1,FIFA World Cup qualification
11/14/2019,Myanmar,Tajikistan,4,3,FIFA World Cup qualification
11/14/2019,Kyrgyzstan,Japan,0,2,FIFA World Cup qualification
11/14/2019,Vietnam,United Arab Emirates,1,0,FIFA World Cup qualification
11/14/2019,Malaysia,Thailand,2,1,FIFA World Cup qualification
11/14/2019,Lebanon,South Korea,0,0,FIFA World Cup qualification
11/14/2019,Turkmenistan,North Korea,3,1,FIFA World Cup qualification
11/15/2019,Morocco,Mauritania,0,0,African Cup of Nations qualification
11/15/2019,Zimbabwe,Botswana,0,0,African Cup of Nations qualification
11/15/2019,Tanzania,Equatorial Guinea,2,1,African Cup of Nations qualification
11/15/2019,Tunisia,Libya,4,1,African Cup of Nations qualification
11/15/2019,Denmark,Gibraltar,6,0,UEFA Euro qualification
11/15/2019,Switzerland,Georgia,1,0,UEFA Euro qualification
11/15/2019,Norway,Faroe Islands,4,0,UEFA Euro qualification
11/15/2019,Spain,Malta,7,0,UEFA Euro qualification
11/15/2019,Romania,Sweden,0,2,UEFA Euro qualification
11/15/2019,Finland,Liechtenstein,3,0,UEFA Euro qualification
11/15/2019,Brazil,Argentina,0,1,Superclásico de las Américas
11/15/2019,Bosnia and Herzegovina,Italy,0,3,UEFA Euro qualification
11/15/2019,Armenia,Greece,0,1,UEFA Euro qualification
11/15/2019,United States,Canada,4,1,CONCACAF Nations League
11/15/2019,Panama,Mexico,0,3,CONCACAF Nations League
11/15/2019,Antigua and Barbuda,Jamaica,0,2,CONCACAF Nations League
11/15/2019,Guyana,Aruba,4,2,CONCACAF Nations League
11/15/2019,Saint Vincent and the Grenadines,Nicaragua,1,0,CONCACAF Nations League
11/15/2019,Suriname,Dominica,4,0,CONCACAF Nations League
11/16/2019,Ivory Coast,Niger,1,0,African Cup of Nations qualification
11/16/2019,Madagascar,Ethiopia,1,0,African Cup of Nations qualification
11/16/2019,Northern Ireland,Netherlands,0,0,UEFA Euro qualification
11/16/2019,Germany,Belarus,4,0,UEFA Euro qualification
11/16/2019,Croatia,Slovakia,3,1,UEFA Euro qualification
11/16/2019,Azerbaijan,Wales,0,2,UEFA Euro qualification
11/16/2019,Slovenia,Latvia,1,0,UEFA Euro qualification
11/16/2019,Austria,North Macedonia,2,1,UEFA Euro qualification
11/16/2019,Israel,Poland,1,2,UEFA Euro qualification
11/16/2019,Cyprus,Scotland,1,2,UEFA Euro qualification
11/16/2019,San Marino,Kazakhstan,1,3,UEFA Euro qualification
11/16/2019,Russia,Belgium,1,4,UEFA Euro qualification
11/16/2019,Saint Lucia,Dominican Republic,1,0,CONCACAF Nations League
11/16/2019,El Salvador,Montserrat,1,0,CONCACAF Nations League
11/16/2019,Saint Martin,Barbados,1,0,CONCACAF Nations League
11/16/2019,Cayman Islands,United States Virgin Islands,1,0,CONCACAF Nations League
11/16/2019,Guatemala,Puerto Rico,5,0,CONCACAF Nations League
11/17/2019,Chad,Mali,0,2,African Cup of Nations qualification
11/17/2019,Guinea,Namibia,2,0,African Cup of Nations qualification
11/17/2019,South Sudan,Burkina Faso,1,2,African Cup of Nations qualification
11/17/2019,Uganda,Malawi,2,0,African Cup of Nations qualification
11/17/2019,South Africa,Sudan,1,0,African Cup of Nations qualification
11/17/2019,Gabon,Angola,2,1,African Cup of Nations qualification
11/17/2019,Rwanda,Cameroon,0,1,African Cup of Nations qualification
11/17/2019,Congo,Guinea-Bissau,3,0,African Cup of Nations qualification
11/17/2019,Eswatini,Senegal,1,4,African Cup of Nations qualification
11/17/2019,Benin,Sierra Leone,1,0,African Cup of Nations qualification
11/17/2019,Lesotho,Nigeria,2,4,African Cup of Nations qualification
11/17/2019,Kosovo,England,0,4,UEFA Euro qualification
11/17/2019,Bulgaria,Czech Republic,1,0,UEFA Euro qualification
11/17/2019,Luxembourg,Portugal,0,2,UEFA Euro qualification
11/17/2019,Serbia,Ukraine,2,2,UEFA Euro qualification
11/17/2019,Albania,France,0,2,UEFA Euro qualification
11/17/2019,Andorra,Turkey,0,2,UEFA Euro qualification
11/17/2019,Moldova,Iceland,1,2,UEFA Euro qualification
11/17/2019,Honduras,Trinidad and Tobago,4,0,CONCACAF Nations League
11/17/2019,Costa Rica,Haiti,1,1,CONCACAF Nations League
11/17/2019,Grenada,Belize,3,2,CONCACAF Nations League
11/17/2019,French Guiana,Saint Kitts and Nevis,3,1,CONCACAF Nations League
11/17/2019,Bonaire,Bahamas,1,1,CONCACAF Nations League
11/17/2019,Guadeloupe,Turks and Caicos Islands,10,0,CONCACAF Nations League
11/18/2019,São Tomé and Príncipe,Ghana,0,1,African Cup of Nations qualification
11/18/2019,Gambia,DR Congo,2,2,African Cup of Nations qualification
11/18/2019,Cape Verde,Mozambique,2,2,African Cup of Nations qualification
11/18/2019,Comoros,Egypt,0,0,African Cup of Nations qualification
11/18/2019,Kenya,Togo,1,1,African Cup of Nations qualification
11/18/2019,Botswana,Algeria,0,1,African Cup of Nations qualification
11/18/2019,Niger,Madagascar,2,6,African Cup of Nations qualification
11/18/2019,Republic of Ireland,Denmark,1,1,UEFA Euro qualification
11/18/2019,Gibraltar,Switzerland,1,6,UEFA Euro qualification
11/18/2019,Malta,Norway,1,2,UEFA Euro qualification
11/18/2019,Spain,Romania,5,0,UEFA Euro qualification
11/18/2019,Sweden,Faroe Islands,3,0,UEFA Euro qualification
11/18/2019,Italy,Armenia,9,1,UEFA Euro qualification
11/18/2019,Liechtenstein,Bosnia and Herzegovina,0,3,UEFA Euro qualification
11/18/2019,Greece,Finland,2,1,UEFA Euro qualification
11/18/2019,Jamaica,Guyana,1,1,CONCACAF Nations League
11/18/2019,Aruba,Antigua and Barbuda,2,3,CONCACAF Nations League
11/18/2019,Nicaragua,Suriname,1,2,CONCACAF Nations League
11/18/2019,Dominica,Saint Vincent and the Grenadines,1,0,CONCACAF Nations League
11/19/2019,Burundi,Morocco,0,3,African Cup of Nations qualification
11/19/2019,Mauritania,Central African Republic,2,0,African Cup of Nations qualification
11/19/2019,Zambia,Zimbabwe,1,2,African Cup of Nations qualification
11/19/2019,Equatorial Guinea,Tunisia,0,1,African Cup of Nations qualification
11/19/2019,Libya,Tanzania,2,1,African Cup of Nations qualification
11/19/2019,Ethiopia,Ivory Coast,2,1,African Cup of Nations qualification
11/19/2019,Germany,Northern Ireland,6,1,UEFA Euro qualification
11/19/2019,Netherlands,Estonia,5,0,UEFA Euro qualification
11/19/2019,Wales,Hungary,2,0,UEFA Euro qualification
11/19/2019,Slovakia,Azerbaijan,2,0,UEFA Euro qualification
11/19/2019,North Macedonia,Israel,1,0,UEFA Euro qualification
11/19/2019,Japan,Venezuela,1,4,Kirin Challenge Cup
11/19/2019,Poland,Slovenia,3,2,UEFA Euro qualification
11/19/2019,Latvia,Austria,1,0,UEFA Euro qualification
11/19/2019,Scotland,Kazakhstan,3,1,UEFA Euro qualification
11/19/2019,Belgium,Cyprus,6,1,UEFA Euro qualification
11/19/2019,San Marino,Russia,0,5,UEFA Euro qualification
11/19/2019,Cuba,United States,0,4,CONCACAF Nations League
11/19/2019,Mexico,Bermuda,2,1,CONCACAF Nations League
11/19/2019,El Salvador,Dominican Republic,2,0,CONCACAF Nations League
11/19/2019,Saint Lucia,Montserrat,0,1,CONCACAF Nations League
11/19/2019,Barbados,Cayman Islands,3,0,CONCACAF Nations League
11/19/2019,United States Virgin Islands,Saint Martin,1,2,CONCACAF Nations League
11/19/2019,Puerto Rico,Anguilla,3,0,CONCACAF Nations League
11/19/2019,Maldives,Guam,3,1,FIFA World Cup qualification
11/19/2019,Syria,Philippines,1,0,FIFA World Cup qualification
11/19/2019,Nepal,Kuwait,0,1,FIFA World Cup qualification
11/19/2019,Jordan,Taiwan,5,0,FIFA World Cup qualification
11/19/2019,Iraq,Bahrain,0,0,FIFA World Cup qualification
11/19/2019,Hong Kong,Cambodia,2,0,FIFA World Cup qualification
11/19/2019,Uzbekistan,Palestine,2,0,FIFA World Cup qualification
11/19/2019,Yemen,Singapore,1,2,FIFA World Cup qualification
11/19/2019,Afghanistan,Qatar,0,1,FIFA World Cup qualification
11/19/2019,Oman,India,1,0,FIFA World Cup qualification
11/19/2019,Myanmar,Mongolia,1,0,FIFA World Cup qualification
11/19/2019,Kyrgyzstan,Tajikistan,1,1,FIFA World Cup qualification
11/19/2019,Vietnam,Thailand,0,0,FIFA World Cup qualification
11/19/2019,Malaysia,Indonesia,2,0,FIFA World Cup qualification
11/19/2019,Turkmenistan,Sri Lanka,2,0,FIFA World Cup qualification
11/19/2019,Lebanon,North Korea,0,0,FIFA World Cup qualification
11/26/2019,Qatar,Iraq,1,2,Gulf Cup
11/26/2019,United Arab Emirates,Yemen,3,0,Gulf Cup
11/27/2019,Oman,Bahrain,0,0,Gulf Cup
11/27/2019,Saudi Arabia,Kuwait,1,3,Gulf Cup
11/29/2019,United Arab Emirates,Iraq,0,2,Gulf Cup
11/29/2019,Qatar,Yemen,6,0,Gulf Cup
11/30/2019,Kuwait,Oman,1,2,Gulf Cup
11/30/2019,Bahrain,Saudi Arabia,0,2,Gulf Cup
12/2/2019,Qatar,United Arab Emirates,4,2,Gulf Cup
12/2/2019,Yemen,Iraq,0,0,Gulf Cup
12/2/2019,Kuwait,Bahrain,2,4,Gulf Cup
12/2/2019,Oman,Saudi Arabia,1,3,Gulf Cup
12/5/2019,Iraq,Bahrain,2,2,Gulf Cup
12/5/2019,Qatar,Saudi Arabia,0,1,Gulf Cup
12/8/2019,Bahrain,Saudi Arabia,1,0,Gulf Cup
12/10/2019,China PR,Japan,1,2,EAFF Championship
12/11/2019,South Korea,Hong Kong,2,0,EAFF Championship
12/14/2019,Japan,Hong Kong,5,0,EAFF Championship
12/15/2019,South Korea,China PR,1,0,EAFF Championship
12/18/2019,Hong Kong,China PR,0,2,EAFF Championship
12/18/2019,South Korea,Japan,1,0,EAFF Championship
9/3/2020,Germany,Spain,1,1,UEFA Nations League
9/3/2020,Ukraine,Switzerland,2,1,UEFA Nations League
9/3/2020,Russia,Serbia,3,1,UEFA Nations League
9/3/2020,Turkey,Hungary,0,1,UEFA Nations League
9/3/2020,Bulgaria,Republic of Ireland,1,1,UEFA Nations League
9/3/2020,Finland,Wales,0,1,UEFA Nations League
9/3/2020,Moldova,Kosovo,1,1,UEFA Nations League
9/3/2020,Slovenia,Greece,0,0,UEFA Nations League
9/3/2020,Latvia,Andorra,0,0,UEFA Nations League
9/3/2020,Faroe Islands,Malta,3,2,UEFA Nations League
9/4/2020,Italy,Bosnia and Herzegovina,1,1,UEFA Nations League
9/4/2020,Netherlands,Poland,1,0,UEFA Nations League
9/4/2020,Norway,Austria,1,2,UEFA Nations League
9/4/2020,Romania,Northern Ireland,1,1,UEFA Nations League
9/4/2020,Scotland,Israel,1,1,UEFA Nations League
9/4/2020,Slovakia,Czech Republic,1,3,UEFA Nations League
9/4/2020,Lithuania,Kazakhstan,0,2,UEFA Nations League
9/4/2020,Belarus,Albania,0,2,UEFA Nations League
9/5/2020,Iceland,England,0,1,UEFA Nations League
9/5/2020,Denmark,Belgium,0,2,UEFA Nations League
9/5/2020,Portugal,Croatia,4,1,UEFA Nations League
9/5/2020,Sweden,France,0,1,UEFA Nations League
9/5/2020,Cyprus,Montenegro,0,2,UEFA Nations League
9/5/2020,Azerbaijan,Luxembourg,1,2,UEFA Nations League
9/5/2020,North Macedonia,Armenia,2,1,UEFA Nations League
9/5/2020,Estonia,Georgia,0,1,UEFA Nations League
9/5/2020,Gibraltar,San Marino,1,0,UEFA Nations League
9/6/2020,Spain,Ukraine,4,0,UEFA Nations League
9/6/2020,Switzerland,Germany,1,1,UEFA Nations League
9/6/2020,Hungary,Russia,2,3,UEFA Nations League
9/6/2020,Serbia,Turkey,0,0,UEFA Nations League
9/6/2020,Wales,Bulgaria,1,0,UEFA Nations League
9/6/2020,Republic of Ireland,Finland,0,1,UEFA Nations League
9/6/2020,Slovenia,Moldova,1,0,UEFA Nations League
9/6/2020,Kosovo,Greece,1,2,UEFA Nations League
9/6/2020,Andorra,Faroe Islands,0,1,UEFA Nations League
9/6/2020,Malta,Latvia,1,1,UEFA Nations League
9/7/2020,Bosnia and Herzegovina,Poland,1,2,UEFA Nations League
9/7/2020,Netherlands,Italy,0,1,UEFA Nations League
9/7/2020,Northern Ireland,Norway,1,5,UEFA Nations League
9/7/2020,Austria,Romania,2,3,UEFA Nations League
9/7/2020,Czech Republic,Scotland,1,2,UEFA Nations League
9/7/2020,Israel,Slovakia,1,1,UEFA Nations League
9/7/2020,Kazakhstan,Belarus,1,2,UEFA Nations League
9/7/2020,Albania,Lithuania,0,1,UEFA Nations League
9/8/2020,Belgium,Iceland,5,1,UEFA Nations League
9/8/2020,Denmark,England,0,0,UEFA Nations League
9/8/2020,France,Croatia,4,2,UEFA Nations League
9/8/2020,Sweden,Portugal,0,2,UEFA Nations League
9/8/2020,Luxembourg,Montenegro,0,1,UEFA Nations League
9/8/2020,Cyprus,Azerbaijan,0,1,UEFA Nations League
9/8/2020,Armenia,Estonia,2,0,UEFA Nations League
9/8/2020,Georgia,North Macedonia,1,1,UEFA Nations League
9/8/2020,San Marino,Liechtenstein,0,2,UEFA Nations League
10/8/2020,Paraguay,Peru,2,2,FIFA World Cup qualification
10/8/2020,Uruguay,Chile,2,1,FIFA World Cup qualification
10/8/2020,Argentina,Ecuador,1,0,FIFA World Cup qualification
10/8/2020,Iceland,Romania,2,1,UEFA Euro qualification
10/8/2020,Bulgaria,Hungary,1,3,UEFA Euro qualification
10/8/2020,Bosnia and Herzegovina,Northern Ireland,1,1,UEFA Euro qualification
10/8/2020,Slovakia,Republic of Ireland,0,0,UEFA Euro qualification
10/8/2020,Scotland,Israel,0,0,UEFA Euro qualification
10/8/2020,Norway,Serbia,1,2,UEFA Euro qualification
10/8/2020,Georgia,Belarus,1,0,UEFA Euro qualification
10/8/2020,North Macedonia,Kosovo,2,1,UEFA Euro qualification
10/9/2020,Colombia,Venezuela,3,0,FIFA World Cup qualification
10/9/2020,Brazil,Bolivia,5,0,FIFA World Cup qualification
10/10/2020,Spain,Switzerland,1,0,UEFA Nations League
10/10/2020,Ukraine,Germany,1,2,UEFA Nations League
10/10/2020,Luxembourg,Cyprus,2,0,UEFA Nations League
10/10/2020,Montenegro,Azerbaijan,2,0,UEFA Nations League
10/10/2020,Faroe Islands,Latvia,1,1,UEFA Nations League
10/10/2020,Andorra,Malta,0,0,UEFA Nations League
10/10/2020,Liechtenstein,Gibraltar,0,1,UEFA Nations League
10/11/2020,Bosnia and Herzegovina,Netherlands,0,0,UEFA Nations League
10/11/2020,Poland,Italy,0,0,UEFA Nations League
10/11/2020,England,Belgium,2,1,UEFA Nations League
10/11/2020,Iceland,Denmark,0,3,UEFA Nations League
10/11/2020,Croatia,Sweden,2,1,UEFA Nations League
10/11/2020,France,Portugal,0,0,UEFA Nations League
10/11/2020,Norway,Romania,4,0,UEFA Nations League
10/11/2020,Northern Ireland,Austria,0,1,UEFA Nations League
10/11/2020,Scotland,Slovakia,1,0,UEFA Nations League
10/11/2020,Israel,Czech Republic,1,2,UEFA Nations League
10/11/2020,Serbia,Hungary,0,1,UEFA Nations League
10/11/2020,Russia,Turkey,1,1,UEFA Nations League
10/11/2020,Republic of Ireland,Wales,0,0,UEFA Nations League
10/11/2020,Finland,Bulgaria,2,0,UEFA Nations League
10/11/2020,Armenia,Georgia,2,2,UEFA Nations League
10/11/2020,Estonia,North Macedonia,3,3,UEFA Nations League
10/11/2020,Kosovo,Slovenia,0,1,UEFA Nations League
10/11/2020,Greece,Moldova,2,0,UEFA Nations League
10/11/2020,Kazakhstan,Albania,0,0,UEFA Nations League
10/11/2020,Lithuania,Belarus,2,2,UEFA Nations League
10/13/2020,Germany,Switzerland,3,3,UEFA Nations League
10/13/2020,Ukraine,Spain,1,0,UEFA Nations League
10/13/2020,Azerbaijan,Cyprus,0,0,UEFA Nations League
10/13/2020,Montenegro,Luxembourg,1,2,UEFA Nations League
10/13/2020,Latvia,Malta,0,1,UEFA Nations League
